"wealth_2016","family_income_78","mother_education","father_education","poverty_78","race","gender","afqt"
2205970.5,50000,15,16,"no","White","Male",81
371977,50000,12,9,"no","White","Female",57
625650,50000,12,9,"no","White","Female",38
-26500,50000,12,9,"no","White","Female",25
837500,17500,12,10,"no","White","Female",11
123750,22500,8,10,"no","White","Male",46
601700,37500,12,12,"no","White","Female",59
190114.5,37500,12,12,"no","White","Male",59
-32750,37500,12,12,"no","White","Female",47
-5000,37500,12,12,"no","White","Female",45
1172496,17500,12,12,"no","White","Female",58
318100,37500,11,12,"no","White","Female",79
623000,17420.7361516035,11,12,"yes","White","Male",86
449000,17420.7361516035,11,12,"yes","White","Female",31
78750,12500,8,12,"no","White","Female",50
377750,17420.7361516035,10,8,"yes","White","Female",28
91800,17420.7361516035,10,8,"yes","White","Female",39
270.5,17420.7361516035,12,20,"yes","White","Male",41
24000,37500,13,12,"no","White","Male",65
360200,17420.7361516035,12,16,"yes","White","Male",64
56000,12500,12,11,"no","White","Male",34
84200,22500,12,12,"no","White","Male",47
-14350,12500,10,8,"no","White","Female",55
-11731,7500,16,12,"yes","Black","Male",73
6807,17420.7361516035,12,12,"yes","Black","Female",12
0,17420.7361516035,10,12,"yes","Black","Male",5
426864.5,17500,12,16,"no","White","Male",52
-74750,17420.7361516035,12,11,"yes","White","Female",24
2889126,22500,12,11,"no","White","Male",67
1000,17420.7361516035,8,12,"yes","White","Female",16
67375,22500,12,12,"no","White","Male",35
66650,37500,8,8,"no","White","Male",6
10300,37500,9,8,"no","White","Male",70
408500,17420.7361516035,14,16,"yes","White","Male",98
312750,17420.7361516035,12,15,"yes","White","Female",63
3000,50000,16,16,"no","White","Female",98
91350,50000,16,16,"no","White","Female",99
67850,17420.7361516035,16,16,"yes","White","Male",90
710325,37500,14,18,"no","White","Female",71
-600,4500,10.8690857046641,10.9474264705882,"yes","Black","Male",3
-95327.5,4500,14,11,"yes","Black","Female",17
11350,3500,10,10.9474264705882,"yes","Black","Female",14
4977.5,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Female",6
-7500,3500,9,11,"yes","Black","Female",7
23714,17420.7361516035,9,8,"yes","Black","Female",12
11496,22500,8,10,"no","White","Female",17
1850,22500,12,14,"no","White","Female",42
718467.5,22500,12,14,"no","White","Female",40
-7200,17500,13,12,"no","White","Female",59
300,6500,14,14,"yes","White","Male",34
-8000,6500,12,16,"yes","White","Male",1
-300,22500,12,9,"no","White","Male",5
99250,37500,10.8690857046641,12,"no","White","Male",60
96883.5,37500,16,12,"no","White","Male",53
61175,17420.7361516035,16,6,"yes","White","Female",21
3100,17420.7361516035,11,11,"yes","White","Female",8
332000,37500,12,14,"no","White","Female",77
1624791,12500,12,18,"no","White","Female",84
278500,37500,8,12,"no","White","Male",90
244744,37500,12,12,"no","White","Male",63
361250,17420.7361516035,12,16,"yes","White","Male",87
15750,17420.7361516035,11,12,"yes","White","Female",15
168000,17420.7361516035,12,10.9474264705882,"yes","Black","Female",2
51230,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",10
83500,22500,10,14,"no","White","Male",43
142772,17420.7361516035,10,8,"yes","White","Female",45
229250,17420.7361516035,12,12,"yes","White","Female",77
500,3500,10.8690857046641,10.9474264705882,"yes","Black","Male",4
0,3500,8,11,"yes","Black","Male",3
900,17420.7361516035,10.8690857046641,10,"yes","Black","Female",15
138800,17500,10,10,"no","Black","Female",6
217500,17500,16,18,"no","Black","Male",18
0,5500,10,10.9474264705882,"yes","Black","Female",8
15040,5500,10,12,"yes","Black","Female",14
-24280,3500,12,12,"yes","Hispanic","Female",20
6000,17420.7361516035,12,6,"yes","White","Female",4
264180,12500,12,12,"no","Black","Female",85
70500,12500,10.8690857046641,10.9474264705882,"no","Black","Female",24
1598750,37500,10,8,"no","White","Female",44
103750,50000,16,16,"no","White","Male",55
327250,50000,16,16,"no","White","Female",67
43200,37500,8,12,"no","White","Male",53
535386,37500,16,18,"no","White","Female",92
156850,37500,16,18,"no","White","Female",99
7237.5,12500,8,10,"no","White","Male",6
58250,12500,10,9,"no","White","Female",16
4000,17500,8,5,"no","White","Male",43
37250,12500,12,7,"no","White","Male",16
10250,37500,16,16,"no","White","Male",78
688600,37500,16,16,"no","White","Male",83
1227800,22500,12,14,"no","Hispanic","Female",94
4638096.5,37500,14,16,"no","White","Male",45
-25000,37500,12,18,"no","White","Female",77
517464.5,37500,12,19,"no","White","Female",68
240820,37500,12,18,"no","White","Female",81
1627753,17420.7361516035,12,16,"yes","White","Male",60
25,50000,12,16,"no","White","Male",75
84000,17420.7361516035,9,9,"yes","White","Female",60
-75694,9500,9,10.9474264705882,"no","White","Female",21
-9880,17420.7361516035,9,12,"yes","Hispanic","Female",29
276900,4500,10,10,"yes","Hispanic","Female",32
433250,17420.7361516035,8,6,"yes","Hispanic","Female",41
80360.5,2500,6,6,"yes","Hispanic","Female",33
6150,17420.7361516035,12,17,"yes","Hispanic","Male",91
93000,17420.7361516035,17,17,"yes","Hispanic","Male",41
5000,22500,12,16,"no","White","Female",1
263364.5,17420.7361516035,8,9,"yes","White","Female",42
-28250,17420.7361516035,11,11,"yes","Hispanic","Female",25
335000,37500,13,12,"no","White","Male",53
542259.5,50000,13,20,"no","White","Female",63
3516626,50000,12,12,"no","White","Female",67
-2599.5,50000,12,15,"no","White","Female",32
1344190,50000,18,20,"no","Hispanic","Male",88
1810144,50000,16,20,"no","Hispanic","Male",81
1418000,50000,16,20,"no","Hispanic","Male",79
-2000,37500,14,16,"no","White","Female",55
21403.5,5500,6,9,"yes","Black","Male",6
-71,5500,6,9,"yes","Black","Male",5
55600,5500,6,9,"yes","Black","Male",8
63800,22500,12,10,"no","Black","Female",2
0,22500,12,10,"no","Black","Male",6
188000,22500,12,14,"no","Black","Male",51
327400,17420.7361516035,11,16,"yes","Black","Female",59
66750,37500,11,4,"no","Black","Female",28
50200,37500,11,4,"no","Black","Female",21
0,12500,12,11,"yes","Black","Female",43
66500,17420.7361516035,0,0,"yes","Black","Female",11
79700,17500,12,14,"no","Black","Female",29
1364012.5,17420.7361516035,12,14,"yes","White","Male",54
3749941,17420.7361516035,12,13,"yes","White","Female",27
315338,17420.7361516035,12,14,"yes","White","Male",34
507750,17420.7361516035,14,11,"yes","White","Male",90
3439175,17420.7361516035,12,16,"yes","White","Female",92
546818,37500,12,18,"no","White","Male",47
193600,17420.7361516035,12,12,"yes","White","Female",96
444125,17420.7361516035,12,12,"yes","White","Female",66
276032,0,12,12,"yes","White","Female",67
998189.5,17420.7361516035,14,9,"yes","White","Male",18
1047373,37500,17,18,"no","White","Female",94
76000,17420.7361516035,16,16,"yes","White","Female",95
936000,37500,16,16,"no","White","Male",93
2008266.5,37500,16,16,"no","White","Male",41
50100,22500,12,12,"no","White","Female",70
177050,22500,12,12,"no","White","Male",75
194500,12500,11,12,"yes","Black","Female",35
80500,12500,11,12,"yes","Black","Male",24
21450,12500,9,10.9474264705882,"yes","Black","Female",20
4350,12500,10.8690857046641,10.9474264705882,"yes","White","Male",24
55450,12500,11,10.9474264705882,"yes","Black","Male",12
14250,12500,10,12,"no","White","Female",30
86130,17420.7361516035,6,3,"yes","Black","Male",17
52005,17420.7361516035,6,3,"yes","Black","Female",13
107704,0,10.8690857046641,10.9474264705882,"yes","White","Male",4
36500,17420.7361516035,10,12,"yes","White","Male",2
0,4500,8,6,"yes","Black","Female",15
2289,17420.7361516035,10,7,"yes","Black","Female",13
825000,12500,9,9,"no","Black","Female",84
-2574.5,17420.7361516035,10.8690857046641,12,"yes","Black","Female",1
136150,5500,10.8690857046641,12,"yes","Black","Male",1
-24885.5,17420.7361516035,12,10.9474264705882,"yes","Black","Female",1
0,2500,8,10.9474264705882,"yes","Black","Female",2
-1500,3500,8,10.9474264705882,"yes","Black","Male",10
44550,3500,11,10.9474264705882,"yes","Black","Female",10
20500,6500,10,10.9474264705882,"yes","Black","Female",4
1500,5500,11,9,"yes","White","Female",1
50650,5500,11,9,"yes","Black","Male",8
-14920,7500,11,9,"no","Black","Female",16
42022,17420.7361516035,11,10.9474264705882,"yes","White","Female",4
-15947,17420.7361516035,11,7,"yes","White","Female",15
21500,5500,10.8690857046641,10.9474264705882,"yes","Black","Female",2
225100,12500,10.8690857046641,9,"no","White","Male",45
1090200,17420.7361516035,10.8690857046641,10,"yes","White","Female",22
274400,17420.7361516035,16,19,"yes","White","Female",60
-292688.5,17420.7361516035,12,12,"yes","White","Female",33
-4450,17420.7361516035,12,17,"yes","White","Male",24
126000,37500,12,12,"no","White","Female",74
0,17420.7361516035,12,12,"yes","White","Female",6
50106,17420.7361516035,11,6,"yes","White","Male",37
-125,17420.7361516035,9,6,"yes","White","Female",6
44510,17500,9,9,"no","White","Male",13
-37500,17420.7361516035,11,11,"yes","White","Male",73
334246,17420.7361516035,12,12,"yes","White","Female",36
538750,37500,12,12,"no","White","Female",65
834000,37500,12,14,"no","White","Female",27
409500,9500,13,12,"no","White","Male",12
5335,17500,12,12,"no","White","Male",18
48000,12500,12,11,"no","White","Female",18
140000,12500,12,12,"no","White","Male",11
117700,17420.7361516035,14,12,"yes","White","Female",75
1901000,17420.7361516035,18,15,"yes","White","Female",89
53060,17420.7361516035,12,12,"yes","White","Female",50
-563,12500,12,12,"no","White","Male",62
195000,22500,12,9,"no","White","Male",32
700,17420.7361516035,12,12,"yes","White","Female",51
62600,37500,12,16,"no","White","Female",80
543000,37500,17,16,"no","White","Female",89
12033.5,17420.7361516035,12,12,"yes","White","Male",29
118000,17420.7361516035,12,12,"yes","White","Female",53
33000,17420.7361516035,12,10.9474264705882,"yes","White","Male",7
267650,17420.7361516035,17,10.9474264705882,"yes","White","Female",96
-118.5,22500,10,14,"no","White","Female",21
48500,17500,12,12,"no","Black","Female",12
166850,17500,12,12,"no","Black","Male",8
5220,4500,12,12,"yes","Black","Male",18
-26750,12500,12,9,"no","Black","Female",33
164300,12500,12,9,"no","Black","Male",10
84000,17420.7361516035,10,12,"yes","Black","Male",19
1443625,37500,12,13,"no","Black","Female",37
-6100,22500,12,12,"no","Black","Male",42
6520,17420.7361516035,7,7,"yes","White","Female",32
0,3500,8,10.9474264705882,"yes","White","Male",13
4500,17420.7361516035,12,0,"yes","White","Male",38
9300,17420.7361516035,9,6,"yes","White","Female",31
1072140,17420.7361516035,12,10.9474264705882,"yes","White","Male",65
2250,17420.7361516035,12,7,"yes","White","Female",35
6000,17420.7361516035,10,12,"yes","Black","Female",11
323000,17420.7361516035,12,12,"yes","White","Female",38
238000,17500,10,7,"no","White","Female",49
1900,17420.7361516035,12,9,"yes","Black","Female",2
0,17420.7361516035,12,12,"yes","Black","Male",11
19250,17420.7361516035,9,7,"yes","White","Male",29
535500,37500,11,11,"no","White","Male",78
111500,17420.7361516035,8,14,"yes","White","Male",57
840850,37500,12,12,"no","White","Female",62
310077.5,17420.7361516035,13,14,"yes","White","Female",29
1402000,12500,12,8,"no","White","Male",75
1685000,12500,12,8,"no","White","Female",39
144759,22500,12,11,"no","White","Female",57
226080,17420.7361516035,9,8,"yes","White","Male",6
281,17420.7361516035,10,9,"yes","White","Male",10
545,17420.7361516035,6,9,"yes","White","Male",11
-5050,8500,8,10.9474264705882,"no","White","Female",19
3500,17420.7361516035,9,3,"yes","White","Male",3
180991,17420.7361516035,12,7,"yes","White","Female",31
321750,17420.7361516035,10,12,"yes","White","Male",62
21300,17500,11,12,"no","White","Male",27
299200,17420.7361516035,12,10.9474264705882,"yes","White","Female",38
0,22500,12,12,"no","White","Male",38
338250,12500,12,12,"no","White","Male",8
400800,17420.7361516035,14,16,"yes","White","Female",58
15500,12500,10,10,"no","White","Female",19
363250,17420.7361516035,12,12,"yes","White","Male",59
11000,50000,12,16,"no","White","Female",47
532000,50000,12,16,"no","White","Male",84
-1000,50000,12,16,"no","White","Male",84
72950,17420.7361516035,11,11,"yes","White","Female",12
398000,37500,16,16,"no","White","Female",55
101625,17420.7361516035,11,10.9474264705882,"yes","Black","Female",25
-8500,6500,10,10.9474264705882,"yes","Black","Female",28
-68400,6500,10,10.9474264705882,"yes","Black","Female",51
8000,6500,10,10.9474264705882,"yes","Black","Female",21
120750,4500,12,11,"yes","Black","Male",24
0,12500,12,12,"yes","White","Female",2
36681,12500,12,8,"no","Black","Female",18
342250,22500,12,10,"no","Black","Male",2
2500,22500,12,10,"no","Black","Male",12
231000,22500,12,10,"no","Black","Female",28
207500,2500,14,12,"yes","Black","Male",24
245854,17420.7361516035,12,12,"yes","Black","Female",23
5250,17420.7361516035,12,12,"yes","Black","Male",19
10000,17420.7361516035,6,10,"yes","White","Female",3
144500,17500,8,8,"no","White","Male",34
254000,22500,10,16,"no","Hispanic","Female",73
0,7500,6,10.9474264705882,"yes","Hispanic","Female",1
46613.5,3500,2,10.9474264705882,"yes","Hispanic","Female",24
451050,22500,13,10.9474264705882,"no","Hispanic","Female",92
84050,17420.7361516035,12,10,"yes","Hispanic","Male",14
1190950,17420.7361516035,12,16,"yes","White","Male",40
223800,37500,10.8690857046641,11,"no","White","Female",27
21050,8500,9,7,"no","White","Female",37
1750,17420.7361516035,11,12,"yes","White","Female",16
-3500,17420.7361516035,9,8,"yes","Hispanic","Male",7
750,17420.7361516035,10.8690857046641,8,"yes","Hispanic","Female",6
115500,17500,9,12,"no","White","Female",15
500,17500,9,12,"no","White","Male",18
73500,22500,9,12,"no","Hispanic","Male",30
75348,22500,9,10,"no","White","Female",3
45580,17420.7361516035,10,10,"yes","White","Female",60
46250,22500,12,14,"no","White","Male",63
240000,22500,13,15,"no","White","Female",56
460250,17420.7361516035,16,20,"yes","White","Female",81
-8950,50000,10,20,"no","White","Male",83
1165750,50000,10,20,"no","White","Male",39
218975,12500,11,12,"no","Black","Male",17
1405167,12500,11,12,"no","Black","Male",27
3200,6500,6,4,"no","White","Male",2
-1400,17420.7361516035,11,10.9474264705882,"yes","Black","Female",14
800,1500,11,4,"yes","Black","Female",4
-49032.5,1500,10,9,"yes","Black","Female",6
-10500,1500,10,9,"yes","Black","Female",6
3000,0,11,9,"yes","Black","Female",9
55000,12500,6,10.9474264705882,"no","White","Female",6
30875,8500,12,10.9474264705882,"no","White","Female",90
0,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Male",8
110100,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Female",9
-500,17420.7361516035,4,12,"yes","White","Female",12
0,37500,12,11,"no","White","Male",26
212675,17420.7361516035,10.8690857046641,12,"yes","White","Male",40
156500,12500,7,6,"no","White","Female",64
-1500,17420.7361516035,10.8690857046641,10,"yes","White","Male",75
2450,17500,10,10.9474264705882,"no","White","Female",12
409500,50000,12,7,"no","White","Male",46
324200,17420.7361516035,10.8690857046641,10.9474264705882,"yes","White","Female",26
209000,17420.7361516035,11,12,"yes","White","Female",56
222000,17420.7361516035,10,6,"yes","White","Male",22
202400,17420.7361516035,12,12,"yes","White","Female",77
4638096.5,50000,13,17,"no","White","Male",94
77650,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",4
104600,17420.7361516035,12,8,"yes","Black","Male",54
42411,3500,4,10.9474264705882,"yes","Black","Female",3
10000,500,10.8690857046641,10.9474264705882,"yes","Black","Female",1
-3250,7500,7,12,"no","Black","Female",4
110500,37500,12,10,"no","Black","Male",32
53000,12500,12,18,"no","Black","Female",47
500,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",14
1940,8500,10,11,"no","Black","Female",16
-2000,7500,10,14,"no","Black","Female",14
92500,37500,12,10,"no","White","Male",66
4638096.5,17500,12,12,"no","White","Female",45
155000,17420.7361516035,9,5,"yes","White","Female",30
209605,17420.7361516035,14,15,"yes","White","Female",59
284500,37500,6,9,"no","White","Male",17
175500,37500,16,16,"no","White","Male",85
2744600,37500,16,16,"no","White","Female",94
271300,8500,16,18,"no","White","Male",78
3342276,17420.7361516035,15,10.9474264705882,"yes","White","Male",98
357200,17420.7361516035,18,14,"yes","White","Male",86
-227550,17420.7361516035,12,19,"yes","White","Male",80
200250,22500,14,16,"no","White","Female",58
6100,22500,14,16,"no","White","Male",98
519800,17420.7361516035,13,12,"yes","White","Male",94
